"OBJECTID","LOWWELL","SPECIES"
36477,"None","Liquidambar styraciflua"
36478,"None","Magnolia grandiflora"
36479,"Moderate","Shrub"
36480,"None","Grevillea robusta"
36481,"None","Prunus cerasifera/blireiana"
36482,"None","Sapium sebiferum"
36483,"None","Prunus cerasifera/blireiana"
36484,"None","Phoenix canariensis"
36485,"None","Pyrus calleryana cvs"
36486,"None","Cercis sp"
36487,"None","Solanum sp"
36488,"High","Shrub"
36489,"None","Jacaranda acutifolia"
36490,"None","Pistacia chinensis"
36491,"None","Shrub"
36492,"Low","Grevillea robusta"
36493,"Low","Shrub"
36494,"Low","Fraxinus o. `Raywood'"
36495,"None","Pyrus calleryana cvs"
36496,"None","Koelreuteria sp"
36497,"None","Callistemon sp"
36498,"None","Liriodendron tulipifera"
36499,"Low","Fraxinus o. `Raywood'"
36500,"None","Pyrus calleryana cvs"
36501,"None","Pyrus calleryana cvs"
36502,"None","Fraxinus o. `Raywood'"
36503,"Low","Lagerstroemia indica"
36504,"Moderate","Liquidambar styraciflua"
36505,"Low","Liquidambar styraciflua"
36506,"Low","Juniperus sp"
36507,"None","Acer sp"
36508,"None","Malus sp"
36509,"None","Acacia longifolia"
36510,"None","Pittosporum undulatum"
36511,"None","Unknown"
36512,"None","Koelreuteria sp"
36513,"Low","Platanus acerifolia"
36514,"None","Pyrus calleryana cvs"
36515,"Low","Tristaniopsis laurina"
36516,"Low","Fraxinus o. `Raywood'"
36517,"None","Pyrus calleryana cvs"
36518,"None","Acer sp"
36519,"Low","Fraxinus o. `Raywood'"
36520,"None","Liquidambar styraciflua"
36521,"Low","Fraxinus o. `Raywood'"
36522,"None","Fraxinus sp"
36523,"None","Cinnamomum camphora"
36524,"None","Cinnamomum camphora"
36525,"None","Pyrus calleryana cvs"
36526,"None","Fraxinus sp"
36527,"Low","Fraxinus o. `Raywood'"
36528,"None","Malus sp"
36529,"None","Pyrus calleryana cvs"
36530,"None","Lagerstroemia indica"
36531,"None","Cercis sp"
36532,"Low","Fraxinus o. `Raywood'"
36533,"None","Liquidambar styraciflua"
36534,"None","Crataegus phaenopyrum"
36535,"None","Cinnamomum camphora"
36536,"None","Lagerstroemia indica"
36537,"High","Platanus acerifolia"
36538,"Low","Tristaniopsis laurina"
36539,"None","Cinnamomum camphora"
36540,"None","Fraxinus sp"
36541,"None","Acer sp"
36542,"None","Dead"
36543,"None","Lagerstroemia indica"
36544,"None","Fraxinus sp"
36545,"Low","Ceratonia siliqua"
36546,"None","Fraxinus o. `Raywood'"
36547,"None","Pyrus calleryana cvs"
36548,"None","Liquidambar styraciflua"
36549,"None","Platanus acerifolia"
36550,"None","Crataegus phaenopyrum"
36551,"Low","Fraxinus o. `Raywood'"
36552,"None","Magnolia grandiflora"
36553,"High","Platanus acerifolia"
36554,"Moderate","Fraxinus o. `Raywood'"
36555,"None","Ligustrum sp"
36556,"None","Malus sp"
36557,"None","Shrub"
36558,"None","Acer sp"
36559,"None","Fraxinus o. `Raywood'"
36560,"Low","Jacaranda acutifolia"
36561,"High","Liquidambar styraciflua"
36562,"Low","Fraxinus sp"
36563,"None","Cupressus sp"
36564,"None","Pistacia chinensis"
36565,"None","Fraxinus sp"
36566,"None","Lagerstroemia indica"
36567,"None","Liquidambar styraciflua"
36568,"Low","Fraxinus sp"
36569,"Low","Melaleuca sp"
36570,"None","Lagerstroemia indica"
36571,"Low","Lagerstroemia indica"
36572,"None","Cinnamomum camphora"
36573,"Low","Pyrus calleryana cvs"
36574,"Low","Pyrus calleryana cvs"
36575,"None","Acacia longifolia"
36576,"Low","Fraxinus sp"
36577,"None","Platanus acerifolia"
36578,"Low","Acer sp"
36579,"None","Fraxinus o. `Raywood'"
36580,"None","Acer sp"
36581,"Moderate","Acacia longifolia"
36582,"None","Cercis sp"
36583,"Low","Shrub"
36584,"None","Pistacia chinensis"
36585,"None","Pyrus calleryana cvs"
36586,"None","Liquidambar styraciflua"
36587,"Low","Lagerstroemia indica"
36588,"None","Myoporum laetum"
36589,"None","Camellia sp"
36590,"None","Cercis sp"
36591,"None","Tristaniopsis laurina"
36592,"None","Lagerstroemia indica"
36593,"Low","Tristaniopsis laurina"
36594,"None","Pyrus calleryana cvs"
36595,"High","Acer sp"
36596,"High","Acer sp"
36597,"None","Podocarpus gracilior"
36598,"None","Malus sp"
36599,"None","Citrus sp"
36600,"None","Pistacia chinensis"
36601,"High","Platanus acerifolia"
36602,"None","Fraxinus sp"
36603,"None","Malus sp"
36604,"Moderate","Unknown"
36605,"None","Nerium oleander"
36606,"None","Pyrus calleryana cvs"
36607,"None","Pyrus calleryana cvs"
36608,"Moderate","Pyrus kawakami"
36609,"None","Pyrus calleryana cvs"
36610,"Low","Liquidambar styraciflua"
36611,"None","Liquidambar styraciflua"
36612,"None","Liquidambar styraciflua"
36613,"Low","Lagerstroemia indica"
36614,"None","Lagerstroemia indica"
36615,"None","Lagerstroemia indica"
36616,"Low","Lagerstroemia indica"
36617,"Low","Metrosideros excelsus"
36618,"Low","Pyrus calleryana cvs"
36619,"Low","Lagerstroemia indica"
36620,"None","Pyrus calleryana cvs"
36621,"None","Pistacia chinensis"
36622,"None","Liquidambar styraciflua"
36623,"None","Cordyline australis"
36624,"None","Liquidambar styraciflua"
36625,"None","Pyrus calleryana cvs"
36626,"None","Magnolia grandiflora"
36627,"Low","Eucalyptus sp"
36628,"None","Malus sp"
36629,"None","Malus sp"
36630,"Low","Dead"
36631,"None","Liquidambar styraciflua"
36632,"None","Cupressus sp"
36633,"Low","Acer sp"
36634,"None","Shrub"
36635,"Low","Liquidambar styraciflua"
36636,"None","Acacia longifolia"
36637,"None","Liquidambar styraciflua"
36638,"Low","Magnolia grandiflora"
36639,"Moderate","Prunus cerasifera/blireiana"
36640,"Moderate","Dead"
36641,"None","Pistacia chinensis"
36642,"Moderate","Magnolia grandiflora"
36643,"None","Podocarpus gracilior"
36644,"None","Prunus cerasifera/blireiana"
36645,"High","Magnolia grandiflora"
36646,"None","Liquidambar styraciflua"
36647,"None","Cupressus sp"
36648,"None","Podocarpus gracilior"
36649,"Low","Lagerstroemia indica"
36650,"None","Betula sp"
36651,"Low","Celtis sp"
36652,"Moderate","Magnolia grandiflora"
36653,"Low","Eucalyptus ficifolia"
36654,"Low","Pistacia chinensis"
36655,"Low","Fraxinus o. `Raywood'"
36656,"Moderate","Jacaranda acutifolia"
36657,"Low","Metrosideros excelsus"
36658,"None","Liquidambar styraciflua"
36659,"Moderate","Lagerstroemia indica"
36660,"None","Pistacia chinensis"
36661,"None","Platanus acerifolia"
36662,"None","Unknown"
36663,"Low","Pyrus kawakami"
36664,"Low","Melaleuca sp"
36665,"None","Platanus acerifolia"
36666,"None","Platanus acerifolia"
36667,"None","Shrub"
36668,"None","Platanus acerifolia"
36669,"Low","Melaleuca sp"
36670,"Moderate","Pistacia chinensis"
36671,"None","Populus nigra Italica"
36672,"Moderate","Magnolia grandiflora"
36673,"Moderate","Pyrus calleryana cvs"
36674,"Moderate","Pyrus calleryana cvs"
36675,"Low","Melaleuca sp"
36676,"None","Pyrus calleryana cvs"
36677,"None","Fraxinus sp"
36678,"None","Pyrus calleryana cvs"
36679,"Low","Pyrus kawakami"
36680,"Low","Platanus acerifolia"
36681,"Low","Platanus acerifolia"
36682,"Moderate","Platanus acerifolia"
36683,"High","Platanus acerifolia"
36684,"Low","Eucalyptus sideroxylon Rosea"
36685,"Low","Lagerstroemia indica"
36686,"Moderate","Pyrus kawakami"
36687,"None","Myoporum laetum"
36688,"None","Lophostemon confertus"
36689,"None","Lophostemon confertus"
36690,"Moderate","Magnolia grandiflora"
36691,"Low","Metrosideros excelsus"
36692,"Low","Metrosideros excelsus"
36693,"None","Tibuchnia"
36694,"Moderate","Tristaniopsis laurina"
36695,"Moderate","Lagerstroemia indica"
36696,"None","Cordyline australis"
36697,"None","Metrosideros excelsus"
36698,"None","Robinia sp"
36699,"Low","Acer sp"
36700,"Moderate","Fraxinus o. `Raywood'"
36701,"None","Fraxinus o. `Raywood'"
36702,"None","Prunus sp"
36703,"None","Tristaniopsis laurina"
36704,"None","Pyrus calleryana cvs"
36705,"None","Cordyline australis"
36706,"None","Dead"
36707,"None","Acer sp"
36708,"Low","Acer sp"
36709,"None","Pyrus calleryana cvs"
36710,"High","Shrub"
36711,"None","Sapium sebiferum"
36712,"High","Podocarpus gracilior"
36713,"Moderate","Quercus sp"
36714,"Moderate","Quercus suber"
36715,"None","Metrosideros excelsus"
36716,"None","Pyrus calleryana cvs"
36717,"Low","Metrosideros excelsus"
36718,"None","Washingtonia robusta"
36719,"Low","Pyrus kawakami"
36720,"None","Platanus acerifolia"
36721,"None","Platanus acerifolia"
36722,"None","Koelreuteria sp"
36723,"None","Cinnamomum camphora"
36724,"None","Magnolia grandiflora"
36725,"None","Ligustrum japonicum"
36726,"None","Ligustrum japonicum"
36727,"None","Ceratonia siliqua"
36728,"None","Cinnamomum camphora"
36729,"None","Acer sp"
36730,"None","Cercis sp"
36731,"None","Lagerstroemia indica"
36732,"None","Acer buergeranum"
36733,"None","Prunus cerasifera/blireiana"
36734,"None","Pinus radiata"
36735,"None","Crataegus phaenopyrum"
36736,"None","Liquidambar styraciflua"
36737,"None","Platanus acerifolia"
36738,"None","Pyrus kawakami"
36739,"Moderate","Lagerstroemia indica"
36740,"None","Magnolia grandiflora"
36741,"None","Magnolia grandiflora"
36742,"None","Pyrus calleryana cvs"
36743,"None","Jacaranda acutifolia"
36744,"None","Palm sp"
36745,"None","Magnolia grandiflora"
36746,"None","Pyrus calleryana cvs"
36747,"None","Lagerstroemia indica"
36748,"None","Cinnamomum camphora"
36749,"None","Platanus acerifolia"
36750,"None","Pyrus kawakami"
36751,"None","Crataegus phaenopyrum"
36752,"None","Cinnamomum camphora"
36753,"None","Dead"
36754,"None","Pittosporum sp"
36755,"None","Acacia melanoxylon"
36756,"None","Prunus cerasifera/blireiana"
36757,"None","Prunus cerasifera/blireiana"
36758,"None","Other"
36759,"None","Fraxinus o. `Raywood'"
36760,"None","Cercis sp"
36761,"None","Shrub"
36762,"None","Unknown"
36763,"None","Sapium sebiferum"
36764,"None","Pyrus kawakami"
36765,"None","Pyrus kawakami"
36766,"None","Cinnamomum camphora"
36767,"None","Pyrus calleryana cvs"
36768,"None","Juglans h. californica"
36769,"None","Acer palmatum"
36770,"None","Magnolia grandiflora"
36771,"None","Tristaniopsis laurina"
36772,"None","Liquidambar styraciflua"
36773,"None","Eucalyptus polyanthemos"
36774,"None","Malus sp"
36775,"None","Cordyline australis"
36776,"None","Fraxinus o. `Raywood'"
36777,"None","Albizia julibrissin"
36778,"None","Magnolia grandiflora"
36779,"None","Magnolia grandiflora"
36780,"None","Cinnamomum camphora"
36781,"None","Cercis sp"
36782,"None","Other"
36783,"None","Ligustrum japonicum"
36784,"None","Albizia julibrissin"
36785,"None","Magnolia grandiflora"
36786,"None","Liquidambar styraciflua"
36787,"None","Fraxinus o. `Raywood'"
36788,"None","Koelreuteria sp"
36789,"None","Ceratonia siliqua"
36790,"None","Prunus cerasifera/blireiana"
36791,"None","Yucca gloriosa"
36792,"None","Cercis sp"
36793,"None","Populus nigra Italica"
36794,"None","Lagerstroemia indica"
36795,"None","Dead"
36796,"None","Cupressus sempervirens"
36797,"None","Ulmus parvifolia"
36798,"None","Platanus acerifolia"
36799,"None","Magnolia grandiflora"
36800,"None","Pyrus kawakami"
36801,"None","Fraxinus o. `Raywood'"
36802,"None","Koelreuteria sp"
36803,"None","Ligustrum japonicum"
36804,"None","Prunus cerasifera/blireiana"
36805,"None","Jacaranda acutifolia"
36806,"None","Magnolia grandiflora"
36807,"None","Shrub"
36808,"None","Tristaniopsis laurina"
36809,"None","Jacaranda acutifolia"
36810,"None","Acer palmatum"
36811,"None","Myoporum laetum"
36812,"None","Lagerstroemia indica"
36813,"Moderate","Liquidambar styraciflua"
36814,"None","Syzygium paniculatum"
36815,"None","Salix torulosa"
36816,"None","Fraxinus o. `Raywood'"
36817,"Low","Pyrus calleryana cvs"
36818,"None","Other"
36819,"None","Morus alba"
36820,"None","Pyrus kawakami"
36821,"None","Liquidambar styraciflua"
36822,"None","Liquidambar styraciflua"
36823,"None","Tristaniopsis laurina"
36824,"None","Acacia melanoxylon"
36825,"None","Magnolia grandiflora"
36826,"None","Cinnamomum camphora"
36827,"None","Prunus cerasifera/blireiana"
36828,"None","Ceratonia siliqua"
36829,"None","Koelreuteria sp"
36830,"None","Fraxinus sp"
36831,"None","Lagerstroemia indica"
36832,"None","Prunus sp"
36833,"None","Other"
36834,"None","Maytenus boaria"
36835,"None","Jacaranda acutifolia"
36836,"None","Pyrus kawakami"
36837,"None","Prunus cerasifera/blireiana"
36838,"None","Cupressus sempervirens"
36839,"None","Magnolia grandiflora"
36840,"None","Magnolia grandiflora"
36841,"None","Fraxinus o. `Raywood'"
36842,"None","Jacaranda acutifolia"
36843,"None","Magnolia grandiflora"
36844,"High","Fraxinus o. `Raywood'"
36845,"None","Prunus cerasifera/blireiana"
36846,"None","Albizia julibrissin"
36847,"None","Pyrus calleryana cvs"
36848,"None","Pyrus calleryana cvs"
36849,"None","Cinnamomum camphora"
36850,"None","Prunus sp"
36851,"None","Pyrus calleryana cvs"
36852,"None","Prunus cerasifera/blireiana"
36853,"Moderate","Other"
36854,"None","Olea europaea"
36855,"None","Other"
36856,"None","Cinnamomum camphora"
36857,"None","Magnolia grandiflora"
36858,"None","Pyrus calleryana cvs"
36859,"None","Liquidambar styraciflua"
36860,"None","Schinus terebinthefolia"
36861,"None","Acer palmatum"
36862,"None","Magnolia grandiflora"
36863,"None","Prunus cerasifera/blireiana"
36864,"None","Magnolia grandiflora"
36865,"None","Pyrus calleryana cvs"
36866,"None","Sapium sebiferum"
36867,"None","Sapium sebiferum"
36868,"None","Morus alba"
36869,"None","Cinnamomum camphora"
36870,"None","Cupressus sempervirens"
36871,"None","Prunus cerasifera/blireiana"
36872,"None","Acer sp"
36873,"None","Morus alba"
36874,"None","Acer buergeranum"
36875,"None","Cercis sp"
36876,"None","Pyrus kawakami"
36877,"None","Prunus cerasifera/blireiana"
36878,"High","Fraxinus o. `Raywood'"
36879,"None","Koelreuteria sp"
36880,"None","Schinus molle"
36881,"None","Pittosporum sp"
36882,"None","Magnolia grandiflora"
36883,"None","Robinia sp"
36884,"None","Acer rubrum"
36885,"None","Magnolia grandiflora"
36886,"None","Liquidambar styraciflua"
36887,"None","Lagerstroemia indica"
36888,"None","Cinnamomum camphora"
36889,"None","Cercis sp"
36890,"None","Acer macrophyllum"
36891,"None","Platanus acerifolia"
36892,"None","Platanus acerifolia"
36893,"None","Lagerstroemia indica"
36894,"None","Melaleuca linarifolia"
36895,"None","Malus floribunda"
36896,"None","Dead"
36897,"None","Liquidambar styraciflua"
36898,"None","Melaleuca linarifolia"
36899,"None","Melaleuca linarifolia"
36900,"None","Prunus cerasifera/blireiana"
36901,"None","Prunus cerasifera/blireiana"
36902,"None","Magnolia grandiflora"
36903,"None","Liquidambar styraciflua"
36904,"None","Liquidambar styraciflua"
36905,"None","Cupressus sp"
36906,"None","Shrub"
36907,"None","Platanus racemosa"
36908,"None","Prunus cerasifera/blireiana"
36909,"None","Fraxinus o. `Raywood'"
36910,"None","Cercis sp"
36911,"None","Melaleuca linarifolia"
36912,"None","Platanus acerifolia"
36913,"None","Fraxinus o. `Raywood'"
36914,"None","Fraxinus o. `Raywood'"
36915,"None","Callistemon sp"
36916,"None","Melaleuca linarifolia"
36917,"None","Magnolia grandiflora"
36918,"None","Acer sp"
36919,"None","Fraxinus o. `Raywood'"
36920,"None","Shrub"
36921,"None","Shrub"
36922,"None","Fraxinus o. `Raywood'"
36923,"None","Callistemon sp"
36924,"None","Prunus cerasifera/blireiana"
36925,"None","Melaleuca linarifolia"
36926,"Moderate","Shrub"
36927,"None","Albizia julibrissin"
36928,"None","Platanus acerifolia"
36929,"Low","Fraxinus o. `Raywood'"
36930,"None","Melaleuca linarifolia"
36931,"None","Prunus cerasifera/blireiana"
36932,"None","Pittosporum undulatum"
36933,"None","Prunus cerasifera/blireiana"
36934,"None","Fraxinus o. `Raywood'"
36935,"None","Melaleuca linarifolia"
36936,"None","Cercis sp"
36937,"None","Pyrus calleryana cvs"
36938,"None","Other"
36939,"None","Prunus cerasifera/blireiana"
36940,"Moderate","Liquidambar styraciflua"
36941,"None","Prunus cerasifera/blireiana"
36942,"None","Lagerstroemia indica"
36943,"None","Ligustrum japonicum"
36944,"None","Fraxinus o. `Raywood'"
36945,"None","Melaleuca linarifolia"
36946,"None","Sequoia sempervirens"
36947,"Low","Lagerstroemia indica"
36948,"None","Pyrus calleryana cvs"
36949,"None","Prunus cerasifera/blireiana"
36950,"None","Other"
36951,"None","Liquidambar styraciflua"
36952,"None","Pyrus calleryana cvs"
36953,"None","Liquidambar styraciflua"
36954,"None","Prunus cerasifera/blireiana"
36955,"None","Malus sp"
36956,"None","Magnolia grandiflora"
36957,"None","Ceratonia siliqua"
36958,"None","Liquidambar styraciflua"
36959,"None","Lagerstroemia indica"
36960,"None","Dead"
36961,"None","Lagerstroemia indica"
36962,"None","Dodonaea sp"
36963,"None","Lagerstroemia indica"
36964,"None","Platanus acerifolia"
36965,"None","Cinnamomum camphora"
36966,"None","Liquidambar styraciflua"
36967,"None","Shrub"
36968,"None","Prunus cerasifera/blireiana"
36969,"None","Acer rubrum"
36970,"Low","Shrub"
36971,"None","Platanus acerifolia"
36972,"None","Prunus cerasifera/blireiana"
36973,"None","Platanus acerifolia"
36974,"None","Jacaranda acutifolia"
36975,"None","Betula pendula"
36976,"None","Cinnamomum camphora"
36977,"None","Platanus acerifolia"
36978,"None","Callistemon sp"
36979,"None","Cinnamomum camphora"
36980,"None","Fraxinus o. `Raywood'"
36981,"Low","Fraxinus o. `Raywood'"
36982,"None","Fraxinus o. `Raywood'"
36983,"None","Ligustrum japonicum"
36984,"None","Fraxinus o. `Raywood'"
36985,"None","Fraxinus o. `Raywood'"
36986,"None","Liquidambar styraciflua"
36987,"None","Dead"
36988,"Low","Pyrus calleryana cvs"
36989,"None","Platanus acerifolia"
36990,"High","Olea europaea"
36991,"None","Olea europaea"
36992,"None","Pittosporum sp"
36993,"None","Ligustrum sp"
36994,"None","Prunus cerasifera/blireiana"
36995,"None","Platanus acerifolia"
36996,"None","Ligustrum lucidum"
36997,"Moderate","Fraxinus o. `Raywood'"
36998,"None","Prunus cerasifera/blireiana"
36999,"None","Callistemon sp"
37000,"None","Prunus cerasifera/blireiana"
37001,"None","Pyrus kawakami"
37002,"None","Prunus cerasifera/blireiana"
37003,"None","Platanus acerifolia"
37004,"None","Liquidambar styraciflua"
37005,"None","Albizia julibrissin"
37006,"None","Prunus cerasifera/blireiana"
37007,"None","Rhus lancea"
37008,"None","Tristaniopsis laurina"
37009,"None","Lagerstroemia indica"
37010,"Low","Celtis sp"
37011,"None","Prunus cerasifera/blireiana"
37012,"None","Tristaniopsis laurina"
37013,"None","Prunus cerasifera/blireiana"
37014,"None","Prunus cerasifera/blireiana"
37015,"None","Tristaniopsis laurina"
37016,"None","Liquidambar styraciflua"
37017,"None","Cercis sp"
37018,"Low","Ligustrum japonicum"
37019,"None","Prunus cerasifera/blireiana"
37020,"None","Prunus sp"
37021,"Low","Fraxinus o. `Raywood'"
37022,"None","Trachycarpus fortunei"
37023,"None","Callistemon sp"
37024,"None","Tristaniopsis laurina"
37025,"None","Ligustrum japonicum"
37026,"None","Fraxinus o. `Raywood'"
37027,"None","Melaleuca linarifolia"
37028,"None","Pyrus calleryana cvs"
